"District","School","GrowthStatus","PctPassingEOGTests","PctFreeReduced","HasStringsProgram","SchoolScore","Grade"
"Guilford County Schools","Wiley Accel/Enrichment","Met",36.40,,0,46,"D"
"Halifax County Schools","Aurelian Springs Elementary","Met",33.00,89.60,0,41,"D"
"Halifax County Schools","Dawson Elementary","Met",21.80,94.60,1,32,"F"
"Halifax County Schools","Everetts Elementary","NotMet",18.80,90.20,0,28,"F"
"Hoke County Schools","Don D Steed Elementary","NotMet",58.40,49.90,0,58,"C"
"Halifax County Schools","Hollister Elementary","NotMet",32.80,91.80,0,38,"F"
"Halifax County Schools","Inborden Elementary","Met",21.70,,0,32,"F"
"Halifax County Schools","Northwest Halifax High","Exceeded",32.80,83.60,0,57,"C"
"Halifax County Schools","Pittman Elementary","Exceeded",38.30,,0,48,"D"
"Halifax County Schools","Scotland Neck Primary","Met",42.60,93.80,0,49,"D"
"Wake County Schools","Vandora Springs Elementary","Exceeded",55.60,50.90,0,62,"C"
"Halifax County Schools","Southeast Halifax High","Exceeded",31.30,91.20,0,58,"C"
"Halifax County Schools","William R Davie Middle","Exceeded",30.80,91.40,0,42,"D"
"Union County Public Schools","Sun Valley Middle","Exceeded",65.60,37.10,0,70,"B"
"Harnett County Schools","Angier Elementary","Exceeded",43.10,75.30,0,52,"D"
"Harnett County Schools","Benhaven Elementary","Met",50.20,64.50,0,56,"C"
"Harnett County Schools","Boone Trail Elementary","NotMet",45.90,62.30,0,50,"D"
"Harnett County Schools","Buies Creek Elementary","Met",69.40,42.00,0,72,"B"
"Lee County Schools","Deep River Elementary","Met",48.00,81.20,0,53,"D"
"Harnett County Schools","Coats Elementary","Met",51.20,69.70,0,56,"C"
"Harnett County Schools","Coats-Erwin Middle","Met",46.80,66.20,0,53,"D"
"Harnett County Schools","Dunn Middle","Met",36.00,76.60,0,46,"D"
"Rutherford County Schools","Rutherford Early College High School","NotMet",79.50,46.80,0,83,"B"
"Onslow County Schools","Southwest Middle","Exceeded",53.50,55.40,0,60,"C"
"Onslow County Schools","Queens Creek Elementary","Exceeded",66.30,51.10,0,70,"B"
"Johnston County Schools","Powhatan Elementary","Exceeded",78.20,17.10,0,81,"B"
"Harnett County Schools","Erwin Elementary","Exceeded",48.30,66.40,0,56,"C"
"Harnett County Schools","Harnett Central High","Exceeded",52.60,50.80,0,71,"B"
"Harnett County Schools","Harnett Central Middle","Exceeded",48.60,55.60,0,56,"C"
"Harnett County Schools","LaFayette Elementary","Met",68.30,41.70,0,70,"B"
"Harnett County Schools","Lillington-Shawtown Elementary","Met",37.50,66.00,0,47,"D"
"Harnett County Schools","Overhills High","NotMet",43.10,45.20,0,59,"C"
"Harnett County Schools","Overhills Middle","NotMet",45.90,48.90,0,49,"D"
"Harnett County Schools","South Harnett Elementary","Exceeded",46.40,61.90,0,55,"C"
"Harnett County Schools","Triton High","NotMet",41.10,56.60,0,61,"C"
"Harnett County Schools","Wayne Avenue Elem","NotMet",26.20,79.60,0,33,"F"
"Surry County Schools","Mountain Park Elementary","Met",52.10,78.90,0,58,"C"
"Harnett County Schools","Western Harnett High","Met",45.10,53.50,0,61,"C"
"Harnett County Schools","Western Harnett Middle","Exceeded",46.90,58.20,0,55,"C"
"Haywood County Schools","Bethel Elementary","Exceeded",75.30,55.50,0,77,"B"
"Haywood County Schools","Bethel Middle","Exceeded",65.80,48.00,0,71,"B"
"Haywood County Schools","Canton Middle","Met",61.40,55.50,0,64,"C"
"Wayne County Public Schools","Meadow Lane Elementary","Met",56.00,65.30,0,60,"C"
"Haywood County Schools","Clyde Elementary","Exceeded",63.30,69.00,0,69,"C"
"Haywood County Schools","Haywood Early College","Met",81.80,55.60,0,85,"A"
"Haywood County Schools","Hazelwood Elementary","NotMet",65.00,60.70,0,64,"C"
"Haywood County Schools","Jonathan Valley Elementary","Met",75.30,52.40,0,77,"B"
"Haywood County Schools","Meadowbrook Elementary","Met",64.50,64.00,0,68,"C"
"Haywood County Schools","North Canton Elementary","Exceeded",66.80,66.20,0,72,"B"
"Haywood County Schools","Pisgah High","NotMet",59.30,45.80,0,69,"C"
"Haywood County Schools","Tuscola High","NotMet",54.60,39.90,0,66,"C"
"Haywood County Schools","Waynesville Middle","Met",61.50,55.60,0,66,"C"
"Henderson County Schools","Apple Valley Middle","NotMet",50.50,67.20,0,52,"D"
"Wilkes County Schools","East Wilkes High","NotMet",49.00,49.30,0,63,"C"
"Henderson County Schools","Atkinson Elementary","Met",68.30,45.80,0,71,"B"
"Henderson County Schools","Bruce Drysdale Elementary","Met",54.70,76.40,0,60,"C"
"Henderson County Schools","Clear Creek Elementary","Met",72.50,66.00,0,74,"B"
"Henderson County Schools","Dana Elementary","Met",58.70,81.70,0,64,"C"
"Henderson County Schools","East Henderson High","NotMet",60.00,48.80,0,70,"B"
"Henderson County Schools","Edneyville Elementary","NotMet",49.70,71.80,0,51,"D"
"Rutherford County Schools","Chase Middle School","Met",51.30,69.40,0,56,"C"
"Henderson County Schools","Glenn C Marlow Elementary","Exceeded",85.10,32.30,0,85,"A"
"Henderson County Schools","Hendersonville Elementary","NotMet",70.40,35.60,0,69,"C"
"Henderson County Schools","Hendersonville Middle","Exceeded",69.80,47.20,0,75,"B"
"Henderson County Schools","Hillandale Elementary","Exceeded",62.00,66.10,0,67,"C"
"Henderson County Schools","North Henderson High","Exceeded",60.00,52.70,0,75,"B"
"Wayne County Public Schools","Rosewood Middle","Met",56.70,49.00,0,62,"C"
"Henderson County Schools","Rugby Middle","Exceeded",73.10,41.10,0,77,"B"
"Henderson County Schools","Sugarloaf Elementary","Met",52.20,85.60,0,58,"C"
"Henderson County Schools","Upward Elementary","NotMet",47.80,79.40,0,50,"D"
"Person County Schools","South Elementary","Met",37.80,72.10,0,45,"D"
"Henderson County Schools","West Henderson High","NotMet",67.70,33.50,0,74,"B"
"Hertford County Schools","Bearfield Primary","Met",37.60,85.10,0,46,"D"
"Hertford County Schools","CS Brown High","Met",53.60,82.10,0,69,"C"
"Hertford County Schools","Hertford Co Early College","Exceeded",66.70,63.40,0,84,"B"
"Hertford County Schools","Hertford County High","Exceeded",35.80,72.80,0,60,"C"
"Hertford County Schools","Hertford County Middle","NotMet",31.10,76.70,0,36,"F"
"Hertford County Schools","Riverview Elementary","Met",37.60,88.60,0,46,"D"
"Wayne County Public Schools","Rosewood High","NotMet",48.00,36.80,0,62,"C"
"Hickory City Schools","Grandview Middle","NotMet",48.80,69.50,0,52,"D"
"Hickory City Schools","Longview Elementary","Met",44.90,92.30,0,51,"D"
"Hickory City Schools","Northview Middle","Exceeded",62.40,56.80,0,70,"B"
"Hickory City Schools","Oakwood Elementary","Met",60.10,56.10,0,64,"C"
"Hickory City Schools","Viewmont Elementary","Met",53.40,66.80,0,57,"C"
"Hickory City Schools","Southwest Elementary","Met",39.00,84.30,0,47,"D"
"Hickory City Schools","W M Jenkins Elementary","Exceeded",68.10,47.70,0,73,"B"
"Hoke County Schools","J W McLauchlin Elementary","Met",40.50,84.90,0,48,"D"
"Hoke County Schools","Rockfish Hoke Elementary","Met",64.90,43.20,0,67,"C"
"Hoke County Schools","Sandy Grove Elementary","Met",45.40,70.90,0,52,"D"
"Hoke County Schools","Sandy Grove Middle","Exceeded",48.20,64.70,0,58,"C"
"Wake County Schools","North Ridge Elementary","Met",63.40,39.60,0,67,"C"
"Hoke County Schools","Scurlock Elementary","NotMet",31.90,75.70,0,37,"F"
"Hoke County Schools","Upchurch Elementary","Met",51.40,77.70,0,57,"C"
"Hoke County Schools","West Hoke Middle","Met",35.60,81.40,0,44,"D"
"Hyde County Schools","Mattamuskeet Early College High","NotMet",29.70,78.10,0,45,"D"
"Hyde County Schools","Mattamuskeet Elementary","Met",51.60,78.20,0,57,"C"
"Hyde County Schools","Ocracoke School","Exceeded",83.90,,0,86,"A"
"Stanly County Schools","Albemarle Middle","Exceeded",46.60,79.40,0,57,"C"
"Iredell-Statesville Schools","Brawley Middle","Exceeded",70.80,15.90,0,74,"B"
"Iredell-Statesville Schools","Career Academy and Technical School","N/A",92.30,13.60,0,80,"B"
"Iredell-Statesville Schools","Celeste Henkel Elementary","Met",58.30,64.30,0,63,"C"
"Iredell-Statesville Schools","Central Elementary","Exceeded",71.80,46.30,0,75,"B"
"Iredell-Statesville Schools","Coddle Creek Elementary","Met",70.00,29.00,0,72,"B"
"Iredell-Statesville Schools","Cool Spring Elementary","Met",72.10,49.90,0,74,"B"
"Iredell-Statesville Schools","Harmony Elementary","NotMet",52.10,69.60,0,55,"C"
"Onslow County Schools","Swansboro Middle","Exceeded",55.60,42.50,0,63,"C"
"Iredell-Statesville Schools","Lake Norman Elementary","Met",75.50,12.70,0,77,"B"
"Iredell-Statesville Schools","Lake Norman High","Met",74.50,9.10,0,83,"B"
"Iredell-Statesville Schools","Lakeshore Elementary","Met",67.80,22.60,0,70,"B"
"Iredell-Statesville Schools","Lakeshore Middle","Met",66.70,30.60,0,69,"C"
"Iredell-Statesville Schools","Mount Mourne School","Met",94.90,,0,93,"A"
"Iredell-Statesville Schools","North Iredell Middle","Met",52.60,53.30,0,58,"C"
"Iredell-Statesville Schools","Northview School","Exceeded",88.50,28.00,0,89,"A"
"Iredell-Statesville Schools","South Iredell High","NotMet",69.20,29.10,0,73,"B"
"Iredell-Statesville Schools","Statesville Middle","Met",27.60,88.60,0,38,"F"
"Robeson County Schools","Rowland Middle","Met",39.80,93.00,0,48,"D"
"Iredell-Statesville Schools","Third Creek Elementary","Met",43.80,84.00,0,52,"D"
"Iredell-Statesville Schools","Union Grove Elementary","Met",59.70,62.00,0,64,"C"
"Iredell-Statesville Schools","Visual and Performing Arts Center","Met",70.10,32.80,0,79,"B"
"Iredell-Statesville Schools","West Iredell Middle","NotMet",42.60,63.00,0,47,"D"
"Iredell-Statesville Schools","Woodland Heights Elementary","Met",82.20,7.20,0,81,"B"
"Jackson County Schools","Blue Ridge Early College","NotMet",44.10,57.10,0,53,"D"
"Pitt County Schools","Falkland Elementary","NotMet",37.30,81.60,0,42,"D"
"Jackson County Schools","Blue Ridge School","Met",43.20,78.20,0,51,"D"
"Jackson County Schools","Cullowhee Valley School","Met",55.10,59.00,0,61,"C"
"Mitchell County Schools","Mayland Early College","Met",72.30,73.20,0,76,"B"
"Jackson County Schools","Fairview Elementary","Exceeded",62.50,57.50,0,68,"C"
"Jackson County Schools","Jackson Co Early College","Met",81.00,44.90,0,87,"A"
"Jackson County Schools","Smokey Mountain Elementary","Met",43.60,75.50,0,51,"D"
"Union County Public Schools","Forest Hills High","Exceeded",44.80,65.60,0,64,"C"
"Jackson County Schools","Smoky Mountain High","NotMet",55.40,47.50,0,65,"C"
"Johnston County Schools","Archer Lodge Middle","Met",59.00,39.50,0,61,"C"
"Johnston County Schools","Benson Elementary","Exceeded",54.30,71.40,0,61,"C"
"Johnston County Schools","Benson Middle","Exceeded",46.80,65.40,0,55,"C"
"Rutherford County Schools","Cliffside Elementary School","Met",65.10,80.40,0,67,"C"
"Johnston County Schools","Cleveland High","Exceeded",67.60,27.30,0,78,"B"
"Johnston County Schools","Cooper Elementary","NotMet",49.40,58.40,0,51,"D"
"Johnston County Schools","Corinth Holders High","Met",63.20,25.90,0,74,"B"
"Johnston County Schools","Corinth-Holders Elementary","Exceeded",48.80,68.50,0,57,"C"
"Johnston County Schools","Dixon Road Elementary","Exceeded",58.50,42.00,0,64,"C"
"Johnston County Schools","Four Oaks Elementary","Met",49.40,64.20,0,54,"D"
"Surry County Schools","Cedar Ridge Elementary","Exceeded",60.50,71.40,0,67,"C"
"Lincoln County Schools","West Lincoln Middle","Met",56.90,59.20,0,62,"C"
"Johnston County Schools","Four Oaks Middle","Exceeded",52.50,58.00,0,59,"C"
"Johnston County Schools","Glendale-Kenly Elementary","NotMet",56.80,60.00,0,58,"C"
"Johnston County Schools","Johnston Co Middle College","N/A",75.00,15.00,0,95,"A"
"Johnston County Schools","McGee's Crossroads Elem","Met",59.50,45.90,0,64,"C"
"Johnston County Schools","McGee's Crossroads Middle","Exceeded",61.10,37.70,0,67,"C"
"Wayne County Public Schools","Greenwood Middle","Met",49.10,69.00,0,56,"C"
"Johnston County Schools","Polenta Elementary","Exceeded",57.00,39.00,0,63,"C"
"Johnston County Schools","Princeton Elementary","Exceeded",63.20,57.50,0,68,"C"
"Johnston County Schools","Princeton High","Exceeded",59.80,48.60,0,70,"B"
"Moore County Schools","Westmoore Elementary","NotMet",51.60,54.00,0,54,"D"
"Johnston County Schools","River Dell Elementary","Exceeded",75.40,25.40,0,77,"B"
"Johnston County Schools","Riverwood Elementary","Met",73.30,20.00,0,73,"B"
"Johnston County Schools","Riverwood Middle","Exceeded",70.10,25.70,0,76,"B"
"Yancey County Schools","Micaville Elementary","Met",62.40,63.40,0,67,"C"
"Johnston County Schools","Smithfield Middle","Met",42.30,76.50,0,49,"D"
"Johnston County Schools","West Johnston High","NotMet",56.50,28.70,0,66,"C"
"Johnston County Schools","West Smithfield Elementary","Exceeded",31.60,90.00,0,43,"D"
"Johnston County Schools","West View Elementary","Met",69.00,23.70,0,72,"B"
"Johnston County Schools","Wilson's Mills Elementary","Exceeded",58.40,73.50,0,67,"C"
"Mooresville City Schools","East Mooresville Intermediate","Met",70.10,40.20,0,73,"B"
"Jones County Schools","Comfort Elementary","Met",46.30,80.20,0,54,"D"
"Jones County Schools","Jones Senior High","Met",51.60,77.80,0,66,"C"
"Jones County Schools","Maysville Elementary","Exceeded",61.20,75.20,0,66,"C"
"Jones County Schools","Pollocksville Elementary","Met",35.50,85.50,0,45,"D"
"Jones County Schools","Trenton Elementary","Exceeded",51.30,82.20,0,59,"C"
"Kannapolis City Schools","A L Brown High","NotMet",45.80,59.90,0,59,"C"
"Kannapolis City Schools","Fred L Wilson Elementary","Exceeded",46.50,82.80,0,55,"C"
"Kannapolis City Schools","Kannapolis Intermediate","NotMet",41.30,76.10,0,44,"D"
"Yadkin County Schools","Yadkinville Elementary","Met",51.70,74.00,0,57,"C"
"Kannapolis City Schools","Kannapolis Middle","NotMet",41.90,72.80,0,45,"D"
"Orange County Schools","Grady Brown Elementary","Met",65.40,47.20,0,69,"C"
"Kannapolis City Schools","Shady Brook Elementary","Met",52.10,74.90,0,58,"C"
"Kannapolis City Schools","Woodrow Wilson Elementary","Met",47.70,84.10,0,54,"D"
"Lee County Schools","Benjamin T Bullock Elem","Exceeded",53.20,77.20,0,60,"C"
"Lee County Schools","Broadway Elementary","Met",45.00,77.30,0,53,"D"
"Lee County Schools","East Lee Middle","NotMet",43.80,64.90,0,45,"D"
"Wake County Schools","Millbrook Elementary","Exceeded",55.90,65.90,0,62,"C"
"Lee County Schools","Greenwood Elementary","Met",50.60,77.90,0,57,"C"
"Lee County Schools","J Glenn Edwards Elementary","Met",55.40,82.70,0,60,"C"
"Lee County Schools","J R Ingram Jr Elementary","Met",57.10,65.00,0,61,"C"
"Lee County Schools","Lee County High","NotMet",43.20,52.30,0,56,"C"
"Lenoir County Public Schools","Northeast Elementary","Met",34.20,,0,43,"D"
"Lee County Schools","SanLee Middle School","NotMet",52.30,72.60,0,53,"D"
"Lee County Schools","Southern Lee High School","NotMet",43.40,56.90,0,58,"C"
"Lee County Schools","West Lee Middle","NotMet",48.00,61.60,0,49,"D"
"Lenoir County Public Schools","Banks Elementary","Met",69.50,64.40,0,70,"B"
"Lenoir County Public Schools","E B Frink Middle","NotMet",48.10,65.40,0,50,"D"
"Rockingham County Schools","Reidsville High","Met",36.10,61.70,0,57,"C"
"Northampton County Schools","Willis Hare Elementary","Met",38.40,84.30,0,45,"D"
"Lenoir County Public Schools","Kinston High","NotMet",29.30,80.40,0,49,"D"
"McDowell County Schools","Eastfield Global Magnet School","NotMet",45.90,80.10,0,49,"D"
"Lenoir County Public Schools","La Grange Elementary","Exceeded",48.30,81.50,0,56,"C"
"Lenoir County Public Schools","Lenoir County Early College High","Met",65.50,52.00,0,79,"B"
"Lenoir County Public Schools","Moss Hill Elementary","NotMet",55.70,70.40,0,58,"C"
"Lenoir County Public Schools","North Lenoir High","NotMet",36.00,52.10,0,50,"D"
"Lenoir County Public Schools","Pink Hill Elementary","Exceeded",42.30,73.20,0,51,"D"
"Lenoir County Public Schools","South Lenoir High","NotMet",45.00,45.00,0,60,"C"
"Lenoir County Public Schools","Southeast Elementary","Met",17.80,,0,30,"F"
"Lenoir County Public Schools","Southwood Elementary","Exceeded",54.20,70.40,0,61,"C"
"Lexington City Schools","Charles England Elementary School","Met",41.20,84.70,0,48,"D"
"Lexington City Schools","Lexington Middle School","Met",37.40,86.80,0,46,"D"
"Lexington City Schools","Lexington Senior High","Exceeded",44.40,75.00,0,65,"C"
"Lexington City Schools","Southwest Elementary School","Exceeded",57.50,91.00,0,65,"C"
"Lincoln County Schools","East Lincoln High","NotMet",60.80,34.50,0,69,"C"
"Lincoln County Schools","East Lincoln Middle","NotMet",67.30,34.20,0,66,"C"
"Lincoln County Schools","GE Massey Elementary","Met",54.50,77.10,0,60,"C"
"Lincoln County Schools","Iron Station Elementary","Exceeded",70.30,57.60,0,74,"B"
"Lincoln County Schools","Kiser Intermediate","NotMet",50.60,81.60,0,52,"D"
"Lincoln County Schools","Lincolnton Middle","Exceeded",52.20,72.10,0,60,"C"
"Lincoln County Schools","Love Memorial Elementary","Exceeded",60.40,62.00,0,67,"C"
"Lincoln County Schools","North Brook Elementary","Met",65.80,58.30,0,69,"C"
"Vance County Schools","New Hope Elementary","NotMet",25.40,94.00,0,32,"F"
"Lincoln County Schools","North Lincoln High","Met",72.20,28.40,0,80,"B"
"Surry County Schools","Pilot Mountain Middle","NotMet",62.20,54.80,0,62,"C"
"Lincoln County Schools","North Lincoln Middle","Exceeded",73.40,33.00,0,78,"B"
"Lincoln County Schools","Pumpkin Center Intermediate","Exceeded",75.60,37.50,0,78,"B"
"Lincoln County Schools","Rock Springs Elementary","Exceeded",79.30,26.40,0,81,"B"
"Lincoln County Schools","St James Elementary","Met",80.50,28.00,0,81,"B"
"Lincoln County Schools","Union Elementary","Exceeded",72.90,50.00,0,77,"B"
"Lincoln County Schools","West Lincoln High","Met",57.10,53.00,0,69,"C"
"Wake County Schools","Lead Mine Elementary","NotMet",68.30,36.50,0,68,"C"
"Macon County Schools","East Franklin Elementary","NotMet",58.10,78.10,0,59,"C"
"Randolph County Schools","Archdale Elementary","Met",53.80,63.80,0,60,"C"
"Macon County Schools","Franklin High","Exceeded",57.00,59.70,0,74,"B"
"Macon County Schools","Highlands School","Exceeded",68.30,49.30,0,73,"B"
"Macon County Schools","Iotla Valley Elementary","Met",57.60,71.90,0,63,"C"
"Macon County Schools","Macon Middle School","Met",55.90,66.30,0,61,"C"
"Macon County Schools","Mountain View Intermediate","Exceeded",53.70,65.80,0,60,"C"
"Macon County Schools","Nantahala School","Exceeded",54.80,75.50,0,66,"C"
"Macon County Schools","South Macon Elementary","Exceeded",62.70,74.10,0,68,"C"
"Madison County Schools","Hot Springs Elementary","Met",55.90,75.20,0,60,"C"
"Scotland County Schools","Carver Middle","NotMet",45.20,86.50,0,47,"D"
